context,p,word,anchor,last_gate_read,last_PED_read,last_write,physical_free,local_outputs_done,output_policy_extra_hold
0,0,305,True,180743,44452,28607,180743,181405,662
0,0,306,True,180845,44461,28668,180845,181405,560
0,0,307,True,180846,44467,28668,180846,181405,559
0,0,308,True,180847,44476,28668,180847,181405,558
0,0,309,True,180949,44485,28729,180949,181405,456
0,0,310,True,180950,44491,28729,180950,181405,455
0,0,311,True,180951,44500,28729,180951,181405,454
0,0,312,True,181053,44509,28790,181053,181405,352
0,0,313,True,181054,44515,28790,181054,181405,351
0,0,314,True,181055,44524,28790,181055,181405,350
0,0,315,True,181157,44533,28851,181157,181405,248
0,0,316,True,181158,44539,28851,181158,181405,247
0,0,317,True,181159,44548,28851,181159,181405,246
0,0,318,True,181261,44557,28912,181261,181405,144
0,0,319,True,181262,44563,28912,181262,181405,143
0,0,320,True,181263,44572,28912,181263,181405,142
0,0,321,True,181365,44581,28973,181365,181405,40
0,0,322,True,181366,44587,28973,181366,181405,39
0,0,323,True,181367,44596,28973,181367,181405,38
0,0,324,True,180236,45493,28984,180236,181405,1169
0,0,325,True,180237,45499,28984,180237,181405,1168
0,0,326,True,180238,45508,28984,180238,181405,1167
0,0,327,True,180340,45517,28995,180340,181405,1065
0,0,328,True,180341,45523,28995,180341,181405,1064
0,0,329,True,180342,45532,28995,180342,181405,1063
0,0,330,True,180444,45541,29006,180444,181405,961
0,0,331,True,180445,45547,29006,180445,181405,960
0,0,332,True,180446,45556,29006,180446,181405,959
0,0,333,True,180548,45565,29017,180548,181405,857
0,0,334,True,180549,45571,29017,180549,181405,856
0,0,335,True,180550,45580,29017,180550,181405,855
0,0,336,True,180652,45589,29028,180652,181405,753
0,0,337,True,180653,45595,29028,180653,181405,752
0,0,338,True,180654,45604,29028,180654,181405,751
0,0,339,True,180756,45613,29039,180756,181405,649
0,0,340,True,180757,45619,29039,180757,181405,648
0,0,341,True,180758,45628,29039,180758,181405,647
0,0,342,True,180860,45637,29050,180860,181405,545
0,0,343,True,180861,45643,29050,180861,181405,544
0,0,344,True,180862,45652,29050,180862,181405,543
0,0,345,True,180964,45661,29061,180964,181405,441
0,0,346,True,180965,45667,29061,180965,181405,440
0,0,347,True,180966,45676,29061,180966,181405,439
0,0,348,True,181068,45685,29072,181068,181405,337
0,0,349,True,181069,45691,29072,181069,181405,336
0,0,350,True,181070,45700,29072,181070,181405,335
0,0,351,True,181172,45709,29083,181172,181405,233
0,0,352,True,181173,45715,29083,181173,181405,232
0,0,353,True,181174,45724,29083,181174,181405,231
0,0,354,True,181276,45733,29094,181276,181405,129
0,0,355,True,181277,45739,29094,181277,181405,128
0,0,356,True,181278,45748,29094,181278,181405,127
0,0,357,True,181380,45757,29105,181380,181405,25
0,0,358,True,181381,45763,29105,181381,181405,24
0,0,359,True,181382,45772,29105,181382,181405,23
0,1,360,True,180283,46669,29166,180283,181457,1174
0,1,361,True,180284,46675,29166,180284,181457,1173
0,1,362,True,180285,46684,29166,180285,181457,1172
0,1,363,True,180387,46693,29227,180387,181457,1070
0,1,364,True,180388,46699,29227,180388,181457,1069
0,1,365,True,180389,46708,29227,180389,181457,1068
0,1,366,True,180491,46717,29288,180491,181457,966
0,1,367,True,180492,46723,29288,180492,181457,965
0,1,368,True,180493,46732,29288,180493,181457,964
0,1,369,True,180595,46741,29349,180595,181457,862
0,1,370,True,180596,46747,29349,180596,181457,861
0,1,371,True,180597,46756,29349,180597,181457,860
0,1,372,True,180699,46765,29410,180699,181457,758
0,1,373,True,180700,46771,29410,180700,181457,757
0,1,374,True,180701,46780,29410,180701,181457,756
0,1,375,True,180803,46789,29471,180803,181457,654
0,1,376,True,180804,46795,29471,180804,181457,653
0,1,377,True,180805,46804,29471,180805,181457,652
0,1,378,True,180907,46813,29532,180907,181457,550
0,1,379,True,180908,46819,29532,180908,181457,549
0,1,380,True,180909,46828,29532,180909,181457,548
0,1,381,True,181011,46837,29593,181011,181457,446
0,1,382,True,181012,46843,29593,181012,181457,445
0,1,383,True,181013,46852,29593,181013,181457,444
0,1,384,True,181115,46861,29654,181115,181457,342
0,1,385,True,181116,46867,29654,181116,181457,341
0,1,386,True,181117,46876,29654,181117,181457,340
0,1,387,True,181219,46885,29715,181219,181457,238
0,1,388,True,181220,46891,29715,181220,181457,237
0,1,389,True,181221,46900,29715,181221,181457,236
0,1,390,True,181323,46909,29776,181323,181457,134
0,1,391,True,181324,46915,29776,181324,181457,133
0,1,392,True,181325,46924,29776,181325,181457,132
0,1,393,True,181427,46933,29837,181427,181457,30
0,1,394,True,181428,46939,29837,181428,181457,29
0,1,395,True,181429,46948,29837,181429,181457,28
0,1,396,True,180268,47845,29848,180268,181457,1189
0,1,397,True,180269,47851,29848,180269,181457,1188
0,1,398,True,180270,47860,29848,180270,181457,1187
0,1,399,True,180372,47869,29859,180372,181457,1085
0,1,400,True,180373,47875,29859,180373,181457,1084
0,1,401,True,180374,47884,29859,180374,181457,1083
0,1,402,True,180476,47893,29870,180476,181457,981
0,1,403,True,180477,47899,29870,180477,181457,980
0,1,404,True,180478,47908,29870,180478,181457,979
0,1,405,True,180580,47917,29881,180580,181457,877
0,1,406,True,180581,47923,29881,180581,181457,876
0,1,407,True,180582,47932,29881,180582,181457,875
0,1,408,True,180684,47941,29892,180684,181457,773
0,1,409,True,180685,47947,29892,180685,181457,772
0,1,410,True,180686,47956,29892,180686,181457,771
0,1,411,True,180788,47965,29903,180788,181457,669
0,1,412,True,180789,47971,29903,180789,181457,668
0,1,413,True,180790,47980,29903,180790,181457,667
0,1,414,True,180892,47989,29914,180892,181457,565
0,1,415,True,180893,47995,29914,180893,181457,564
0,1,416,True,180894,48004,29914,180894,181457,563
0,1,417,True,180996,48013,29925,180996,181457,461
0,1,418,True,180997,48019,29925,180997,181457,460
0,1,419,True,180998,48028,29925,180998,181457,459
0,1,420,True,181100,48037,29936,181100,181457,357
0,1,421,True,181101,48043,29936,181101,181457,356
0,1,422,True,181102,48052,29936,181102,181457,355
0,1,423,True,181204,48061,29947,181204,181457,253
0,1,424,True,181205,48067,29947,181205,181457,252
0,1,425,True,181206,48076,29947,181206,181457,251
0,1,426,True,181308,48085,29958,181308,181457,149
0,1,427,True,181309,48091,29958,181309,181457,148
